[-3.124601, -1.630071, -1.790162, -1.297886, 1.560076, -0.423495]
[-3.258589, -2.106229, -1.353434, 0.375175, 1.814344, -0.502429]
[-2.698257, -2.036311, -1.348458, 0.769870, 1.861926, -0.439289]
[-2.950685, -2.074254, -1.298800, -1.055511, 0.241022, -0.498035]
[-2.992676, -1.901685, -0.997740, -0.726964, 1.578677, -0.399332]
[-2.629278, -1.849604, -1.016632, -1.474060, 2.517711, -0.396734]
[-2.941660, -1.930229, -1.653374, -0.604498, 0.486982, -0.462255]
[-2.450230, -2.012307, -1.765171, 0.477528, 0.984876, 0.714768]
[-2.872846, -2.243410, -1.031999, 1.257755, 1.437975, 0.839455]
